Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,4.05
Maruti Ritz VXI,Hyderabad,2014,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5,,4.05
Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5,,4.05
Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.05
Toyota Etios G,Jaipur,2013,67000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5,,4.05
Hyundai EON Era Plus,Kochi,2018,13102,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,4.06
Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.06
Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.07
Hyundai i20 1.2 Magna,Kochi,2014,44612,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,4.07
Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,4.08
Hyundai i10 Magna 1.1,Coimbatore,2014,60138,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,4.09
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,4.1
Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,4.1
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.1
Mahindra Scorpio LX BS IV,Bangalore,2007,74112,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,9,,4.1
Honda City 1.5 S MT,Jaipur,2011,95936,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,4.1
Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,4.1
Honda Amaze S i-Dtech,Pune,2014,52000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.1
Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,56900,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,4.1
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.1
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,,4.1
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5,,4.1
Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5,13.72 Lakh,4.1
Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,4.1
Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.11
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,5,,4.11
Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.44 Lakh,4.11
Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.11
Maruti Celerio VXI,Kochi,2015,60586,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.11
Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,4.11
Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,4.12
Honda Amaze S i-Vtech,Kochi,2014,66355,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.12
Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,4.12
Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,4.14
Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,4.15
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,64000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.15
Maruti Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.15
Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.15
Maruti Swift Dzire LDI,Delhi,2014,68462,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.15
Honda City 1.5 V AT,Delhi,2011,78256,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,,4.15
Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.15
Maruti Swift LXI Option,Chennai,2015,29500,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.15
Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,6.14 Lakh,4.15
Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.15
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.15
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.15
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.15
Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.15
Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,,4.15
Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.16
Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.17
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Diesel,Manual,Second,21.9 kmpl,1396 CC,88.76 bhp,5,,4.18
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,4.19
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.2
Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3 kmpl,1991 CC,147.9 bhp,5,,4.2
Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.2
Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.8 bhp,5,,4.2
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.2
Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.2
Toyota Etios Liva G,Chennai,2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,,4.2
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.2
Maruti Celerio ZXI AT Optional,Pune,2016,64000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.2
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,8.23 Lakh,4.2
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,4.2
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,4.21
Honda City 1.5 S MT,Pune,2010,43000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,,4.21
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,4.22
Hyundai EON Magna Plus,Kochi,2019,14322,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,4.23
Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8 kmpl,2953 CC,156 bhp,7,,4.24
Maruti Swift 1.3 VXi,Kolkata,2014,32986,Petrol,Manual,First,16.1 kmpl,,,,,4.24
Honda City Corporate Edition,Mumbai,2012,51920,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,,4.25
Nissan Micra Diesel XV,Hyderabad,2012,54000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,4.25
Hyundai Elantra CRDi,Ahmedabad,2008,58005,Diesel,Manual,Second,14.9 kmpl,1991 CC,112.2 bhp,5,,4.25
Maruti Swift LDI,Delhi,2014,52000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.25
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
Honda Brio VX AT,Mumbai,2014,35000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.25
Honda Mobilio S i VTEC,Mumbai,2015,25000,Petrol,Manual,Second,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.25
Ford Figo Diesel Titanium,Pune,2015,92000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,4.25
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,4.25
Skoda Laura Elegance MT,Jaipur,2010,82407,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,,4.25
Maruti Swift VDI BSIV,Delhi,2014,57319,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.25
Maruti Celerio VXI AT,Chennai,2016,12000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
Maruti Swift Dzire ZXi,Delhi,2013,40000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.25
Maruti Swift VDI,Delhi,2014,56000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.25
Honda Brio S MT,Bangalore,2014,43521,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.25
Hyundai Verna CRDi SX,Chennai,2011,108242,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,4.25
Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5,4.98 Lakh,4.25
Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.25
Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5,,4.25
Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4 kmpl,1248 CC,73.75 bhp,5,8.94 Lakh,4.25
Maruti Swift VDI BSIV W ABS,Hyderabad,2010,86514,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,4.25
Volkswagen Vento Diesel Comfortline,Chennai,2012,90906,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,4.25
Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,4.25
Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.25
Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.25
Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,6.83 Lakh,4.25
Honda Mobilio E i VTEC,Kolkata,2014,23000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,4.25
Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5,6.78 Lakh,4.25
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,,4.25
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4.25
Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.25
Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.25
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,4.25
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,,4.25
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.16 kmpl,1196 CC,86.8 bhp,5,,4.25
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5,,4.25
Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.25
Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,4.25
Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.25
Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,4.25
Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.25
Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,,4.25
Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,4.25
Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.25
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,,4.25
Volkswagen Vento Petrol Highline,Pune,2011,66000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,5,,4.25
Maruti Wagon R AMT VXI,Mumbai,2016,9000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,4.25
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,4.25
Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,,4.25
Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.25
Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.25
Renault Duster Petrol RxL,Mumbai,2014,71300,Petrol,Manual,First,13.06 kmpl,1598 CC,102.53 bhp,5,,4.25
Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.25
Renault Pulse Petrol RxL,Delhi,2016,40190,Petrol,Manual,First,18.06 kmpl,1198 CC,74.93 bhp,5,,4.25
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,8.18 Lakh,4.25
Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,5.68 Lakh,4.25
Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.25
Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.25
Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.25
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,,4.25
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,13.7 Lakh,4.25
Renault Duster 85PS Diesel RxL Option,Mumbai,2013,102486,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,4.25
Nissan Micra Active XL Petrol,Kochi,2016,49389,Petrol,Manual,First,19.49 kmpl,1198 CC,67.04 bhp,5,,4.26
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,4.27
Maruti Ritz LDi,Kochi,2015,35314,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.27
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.28
Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,4.28
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5,5.42 Lakh,4.28
Honda Accord 2.4 MT,Kochi,2011,54316,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,,4.29
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,4.29
Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5,,4.29
Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.29
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7,,4.29
Renault KWID RXT Optional,Mumbai,2018,1617,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.78 Lakh,4.29
Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5,,4.3
Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5 kmpl,2179 CC,120 bhp,8,,4.3
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,,4.3
Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2015,50000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8,,4.3
Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,10.32 Lakh,4.3
Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.82 Lakh,4.3
Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,4.3
Hyundai i10 Magna,Coimbatore,2012,43766,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.3
Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.3
Honda Amaze S i-Vtech,Jaipur,2015,42000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5,,4.3
Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.3
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,4.3
Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.3
Honda Brio VX AT,Mumbai,2014,36631,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.3
Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5,,4.3
Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.3
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.3
Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,6.05 Lakh,4.3
Volkswagen Vento Diesel Highline,Chennai,2011,55595,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,,4.3
Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.31
Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.31
Maruti Wagon R VXI,Coimbatore,2015,72599,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.72 Lakh,4.32
Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.32
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,,4.33
Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.33
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,First,15.1 km/kg,1196 CC,73 bhp,5,,4.33
Honda Amaze S AT i-Vtech,Pune,2015,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,,4.34
Ford Figo Diesel Titanium,Coimbatore,2013,44731,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,,4.34
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.35
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.35
Honda City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,First,13.0 kmpl,1493 CC,100 bhp,5,,4.35
Hyundai Xcent 1.2 Kappa S,Mumbai,2014,7400,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.35
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,4.35
Maruti Ritz VDi,Pune,2013,20248,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,4.35
Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.35
Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.35
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,47000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,4.35
Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5,,4.35
Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8,,4.35
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.35
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.35
Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,,4.35
Maruti Wagon R AMT VXI,Jaipur,2017,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,4.35
Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,4.35
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.35
